iso3,gdp_per_capita_ppp,gdp_total_usd,life_expectancy,military_expenditure_pct_gdp,population_density,population_growth_pct,real_gdp_growth_pct,total_population,unemployment_rate,urbanization_rate,Corruption_Perception_Index_2024_iso3,inflation_pct_wb,literacy_rate_unesco,military_expenditure_constusd,wgi_gov_effectiveness,latitude,longitude,cluster,composite_score,cluster_rank,cluster_desc,composite_score_np,country_rank_np
JAM,11421.7535570054,19423355409.2316,71.479,1.22435313075752,262.155493998153,0.0226098931571573,2.20006147154612,2839786.0,4.885,57.378,44.0,5.41194447981659,92.1500015258789,35512050000.0,0.407290458679199,,,2,-0.0910099850032762,6,Lower‑middle performers,-0.1885296210332302,128
JOR,10391.0136135688,50967475352.1127,77.814,4.90537849518021,126.768283893056,1.61225050235636,2.67827153754409,11439213.0,17.996,92.02,49.0,2.08486986327134,95.0,1739669763.16213,0.386213511228561,,,3,0.2695621917217936,7,Lower‑middle performers,0.1147646256127337,71
JPN,49793.9358226161,4204494802431.55,84.0412195121951,1.19606991540042,343.278433470508,-0.487370782049143,1.67901952310368,124516650.0,2.563,92.043,71.0,2.73853681635241,92.1500015258789,7033637500000.0,1.63126504421234,,,4,0.5774189015146884,4,Upper‑middle performers,0.8395499305574757,15
KAZ,38515.1836009977,262641892078.524,74.402,0.480059037069259,7.42105011667963,1.46415151694869,5.09999999973641,20330104.0,4.794,58.179,40.0,4.85655589318192,92.1500015258789,564260000000.0,0.146814674139023,,,2,-0.0015616287553916,6,Lower‑middle performers,0.0880304266656509,73
KEN,6307.23249419297,108038588970.595,63.646,0.905816835053688,95.3235776786028,1.98296028478422,5.55587301319866,55339003.0,5.434,29.52,32.0,4.48978854243448,82.879997253418,138575500000.0,-0.303605198860168,,,8,-0.3830372179709233,8,Lower‑middle performers,-0.435229010721114,179
KGZ,7106.49114289303,13987627908.8381,72.2487804878049,3.6219080711344,36.3671506777894,1.76957754134087,6.15139183716032,7099750.0,3.289,37.801,25.0,10.7532770416742,92.1500015258789,40764933333.3333,-0.890727877616882,,,8,-0.1872630077031303,8,Lower‑middle performers,-0.387298271024553,168
KHM,7425.51179063119,42335646895.7984,70.668,2.08968280637576,97.4491502379334,1.28320677599476,4.96006658918908,17423880.0,0.27,25.57,21.0,2.12746796594194,83.7799987792969,2745575000000.0,-0.305874288082123,,,8,-0.3142671916885779,8,Lower‑middle performers,-0.4175103759307668,174
KIR,3546.91818832629,279208903.337644,66.473,1.56832126015003,161.072839506173,1.56733842415292,4.12459054312031,132530.0,5.166,57.762,40.0,9.28307374517721,92.1500015258789,49331897000.0,-0.096573106944561,,,8,-0.1654457060688952,8,Lower‑middle performers,-0.2810222884070075,148
KNA,33749.700420686,1055499777.77778,72.145,1.56832126015003,179.65,0.104849849656036,2.2849480914594,46758.0,5.166,31.096,40.0,3.55711230848243,92.1500015258789,49331897000.0,0.380410820245743,,,2,-0.158975279611284,6,Lower‑middle performers,-0.2333771159301789,135
KOR,52203.9685660494,1712792854202.37,83.4292682926829,2.81204562667304,529.43205942623,0.077477253324535,1.35673324311098,51712619.0,2.604,81.456,40.0,2.32174328643542,92.1500015258789,62628200000000.0,1.40480732917786,,,4,0.3962319068684445,4,Upper‑middle performers,0.5536629453255385,35
KWT,51561.3638127917,163704878875.85,83.1878048780488,4.89572861288627,257.555723905724,5.58813678140227,-3.64042590261035,4853420.0,2.144,100.0,46.0,2.89855072463762,92.1500015258789,2383408250.0,0.0075402706861496,,,4,0.4243922132699791,4,Upper‑middle performers,0.5774506403176248,34
LAO,9291.78859001131,15843155731.2552,68.964,1.56832126015003,32.7513301559792,1.39237667233214,3.74568140158232,7664993.0,1.218,38.247,40.0,23.1305695942588,87.5199966430664,49331897000.0,-0.6432785987854,,,8,-0.2774357563133507,8,Lower‑middle performers,-0.4367583481507087,180
LBN,19828.9248461199,44026363258.1748,77.817,8.91317581679359,561.533626588465,0.503630953855672,2.94478583082221,5773493.0,5.166,89.432,22.0,221.341644023365,92.1500015258789,20838300000000.0,-1.58038187026978,,,10,-0.0829764028044886,11,Lowest‑performing cluster,-0.7908599799846726,209
LBR,1794.53340863361,4240000000.0,62.163,2.29838717994242,55.7858596345515,2.20390696065654,4.68375688761311,5493031.0,2.882,53.567,27.0,10.0944535665552,92.1500015258789,37153000.0,-1.35536432266235,,,8,-0.3635550124825055,8,Lower‑middle performers,-0.5073443742035366,190
LBY,13848.7950025505,45096462972.4014,69.339,1.56832126015003,4.10550768950976,1.12674309223491,10.1558181770326,7305659.0,18.615,81.606,13.0,2.12615766885025,92.1500015258789,49331897000.0,-1.63588905334473,,,3,-0.2735406533169559,7,Lower‑middle performers,-0.2592399626726671,142
LCA,25974.1960274448,2430148148.14815,72.697,1.56832126015003,293.083606557377,0.281512532799571,2.21007265992306,179285.0,10.928,19.172,59.0,4.07060821926204,92.1500015258789,49331897000.0,0.0738346204161644,,,2,-0.1716763255358785,6,Lower‑middle performers,-0.3391956474233226,161
LIE,19828.9248461199,44026363258.1748,84.8414634146342,1.56832126015003,246.83125,0.899896422348841,2.94478583082221,39850.0,5.166,14.617,40.0,3.3233806708656,92.1500015258789,49331897000.0,1.62781953811646,,,2,0.0503500809099826,6,Lower‑middle performers,-0.0140921328039822,93
LKA,14460.7414188157,84356863743.6335,77.483,1.64003079587098,358.567733591982,-0.651320770103285,-2.29801056186895,22037000.0,4.996,19.211,32.0,-0.42936004906973,92.0,380981000000.0,-0.25227889418602,,,2,-0.3660296827756995,6,Lower‑middle performers,-0.4824663073662265,186
LSO,2880.96631005117,2117962450.79469,57.375,1.53626292759206,75.3000658761528,1.10328678263994,1.82662525852363,2311472.0,16.147,30.415,37.0,6.10544624245032,82.0100021362305,626034375.0,-0.953606307506561,,,3,-0.6466651985585792,7,Lower‑middle performers,-0.8104310666023621,213
LTU,50914.8638146666,79789877416.1681,76.9878048780488,2.71567834515769,45.2309596830873,1.40084461829591,0.34226255222913,2871585.0,7.504,68.694,40.0,0.715735835228723,99.8300018310547,2000000000.0,1.05012118816376,,,2,0.1886681830318486,6,Lower‑middle performers,0.2463357492181654,55
LUX,139466.401466696,85755006123.5976,83.3585365853659,0.7490545294635,253.685433061691,2.02002574712319,-1.09572361576994,666430.0,5.935,92.078,81.0,2.05113269954859,92.1500015258789,613206000.0,1.91421329975128,,,4,0.7158891343160582,4,Upper‑middle performers,1.1385319569366092,6
LVA,41491.5106686408,42247850064.5125,75.6780487804878,2.26754267524368,30.2005945685361,-0.103172153311714,1.70679524969924,1877445.0,6.72,68.671,59.0,1.26579885828729,99.8899993896484,967519000.0,0.696560978889465,,,2,0.2129104984872639,6,Lower‑middle performers,0.135420059657562,67
MAC,116491.070017441,45803067940.4072,83.1804878048781,1.56832126015003,92.8018379896001,0.221222713921319,75.0613769262435,678800.0,2.437,100.0,40.0,0.476384495788075,97.1100006103516,49331897000.0,1.08997046947479,,,0,1.9969787845373723,3,Upper‑middle performers,2.0633652729114944,1
MAF,19828.9248461199,44026363258.1748,80.224,1.56832126015003,577.4,-4.80716831631216,2.94478583082221,27515.0,5.166,64.469,40.0,3.3233806708656,92.1500015258789,49331897000.0,-0.0595627073198557,,,2,-0.0443356121952097,6,Lower‑middle performers,-0.2436999635139077,139
MAR,9842.888671875,144417103249.646,75.313,3.63868518644989,83.6411920233027,1.02195181223548,3.40334130078834,37712505.0,8.943,65.121,37.0,0.985256592004507,77.3499984741211,52573100000.0,-0.0359151102602482,,,2,-0.0226843608395095,6,Lower‑middle performers,-0.1256523006376793,118
MCO,19828.9248461199,9995350547.12166,86.372,1.56832126015003,18680.9021113244,0.064195567574974,5.04338259195359,38956.0,5.166,100.0,40.0,3.3233806708656,92.1500015258789,49331897000.0,2.02295255661011,,,5,1.2413161517557425,2,High performers,1.760646029351804,4
MDA,17596.8834167667,16539436547.295,71.198,0.546678815870651,88.0236014898876,-2.84274212689094,0.78324270969388,2457783.0,1.434,43.373,43.0,4.67773516007048,99.5999984741211,1697200000.0,-0.164951995015144,,,2,-0.2636341551296225,6,Lower‑middle performers,-0.4509196508570801,182
MDG,1823.81732941305,15790113246.7478,63.632,0.662961133220886,52.3156772086628,2.46201530433165,3.80000000009488,31195932.0,3.012,40.556,26.0,9.87432675044888,77.4800033569336,453500000000.0,-1.02277612686157,,,8,-0.5020477574849272,8,Lower‑middle performers,-0.5243428602527342,191
MDV,24735.0754169658,6590894301.9579,81.041,1.56832126015003,1747.02,0.359585188904548,4.72639189000989,525994.0,4.636,41.971,38.0,1.39979779674928,97.8600006103516,49331897000.0,-0.127973482012749,,,2,0.063163713725944,6,Lower‑middle performers,0.031075311806776,85
MEX,24789.6755981683,1789114434843.46,75.069,0.656934513100098,66.1607124668844,0.872178517508623,3.19998116598492,129739759.0,2.711,81.582,26.0,4.72225588452932,92.1500015258789,210365200000.0,-0.198361441493034,,,2,-0.0287046893749651,6,Lower‑middle performers,0.1782721756066705,63
MHL,7532.17477307826,259300000.0,66.945,1.56832126015003,222.65,-3.16867227675357,-3.93487109905021,38827.0,5.166,78.868,40.0,3.3233806708656,92.1500015258789,49331897000.0,0.069975346326828,,,2,-0.2854683989299433,6,Lower‑middle performers,-0.4610545829406982,183
MKD,24390.4873543927,15763621848.115,75.3160975609756,1.69895545621264,72.6293417922284,-0.212923714310977,2.07274977880975,1827816.0,13.417,59.479,40.0,3.48974086026947,92.1500015258789,15200000000.0,-0.0513173453509808,,,2,-0.123912496919207,6,Lower‑middle performers,-0.1850267289054994,127
MLI,2657.71298407985,20661794596.0873,60.439,3.82768546750975,18.9090551471492,2.97400537620334,4.65677599093294,23769127.0,3.06,46.189,27.0,3.20639864099652,92.1500015258789,476318000000.0,-1.13859808444977,,,8,-0.3051122690760971,8,Lower‑middle performers,-0.4916782684432879,187
MLT,63419.8236994542,22328640241.5553,83.5073170731707,0.558644018130875,1660.971875,3.91764986035828,7.49851245937869,552747.0,2.703,94.941,46.0,5.09396758978883,94.9400024414062,104257000.0,0.397335052490234,,,4,0.5403230939746072,4,Upper‑middle performers,0.8670350241403875,13
MMR,5953.35735165887,66757619000.0,66.889,3.7885823650653,82.3644215300228,0.698879396261223,0.958446625192025,54133798.0,3.032,32.112,16.0,3.3233806708656,92.1500015258789,5235000000000.0,-1.75280201435089,,,8,-0.5016982854104653,8,Lower‑middle performers,-0.7071477568609453,203
MNE,30966.673744191,7530593375.22034,77.5878048780488,1.63424966016394,45.8894423791822,-0.167992320943883,6.33769754243548,616177.0,14.1,68.502,46.0,3.33675009282281,98.9800033569336,106000000.0,0.247063115239143,,,2,0.1164026742275223,6,Lower‑middle performers,0.0596590396786242,81
MNG,18004.8512058355,20325121393.9074,72.1224390243902,0.60144199287179,2.20464400171549,1.3708886685104,7.4221127615025,3481145.0,5.424,69.089,33.0,6.80284899332961,92.1500015258789,387788500000.0,-0.47153577208519,,,2,-0.0789992151466058,6,Lower‑middle performers,-0.0672491229966113,100
MNP,19828.9248461199,44026363258.1748,78.808,1.56832126015003,100.169565217391,-2.05003835843766,2.94478583082221,45143.0,5.166,92.076,40.0,3.3233806708656,92.1500015258789,49331897000.0,-0.0595627073198557,,,2,0.0775222702231507,6,Lower‑middle performers,0.0022491359035969,87
MOZ,1677.68102292349,20954220983.5473,63.611,1.73193242255364,41.5273099519316,2.95358093047219,5.43685912188634,33635160.0,3.527,38.753,25.0,7.12697482131851,92.1500015258789,24024666666.6667,-0.716628909111023,,,8,-0.3483308906139712,8,Lower‑middle performers,-0.4304802507285609,176
MRT,6946.19393340541,10651709411.4594,68.484,2.54863177213623,4.73041331134181,2.96653079197429,6.50718719858594,5022441.0,10.373,57.699,30.0,4.95305034506872,66.9599990844727,10069000000.0,-0.763598620891571,,,1,-0.2590344093822971,10,Low performers,-0.2916052437507247,151
MUS,29511.2274099553,14644524819.0054,73.4121951219512,0.152776819903266,632.209814722083,-0.117452949112512,6.95828740328457,1261041.0,5.476,40.867,40.0,4.10263226568006,92.1500015258789,1019000000.0,0.710137605667114,,,2,-0.0329735749995779,6,Lower‑middle performers,-0.0375402958410503,95
MWI,1829.50768925379,12712150082.0792,67.353,1.01087787932399,218.166397963513,2.57135708610945,1.89245798756383,21104482.0,5.045,18.28,40.0,32.1796504225025,68.0800018310547,146989750000.0,-0.859506547451019,,,8,-0.5467433924777059,8,Lower‑middle performers,-0.664221958503437,200
MYS,36416.5401853099,399705169318.477,76.657,0.929671716200106,105.601865773855,1.23402869169549,3.55548715410509,35126298.0,3.826,78.716,50.0,1.834100204499,96.0,17746200000.0,0.875369668006897,,,2,0.2433347571689489,6,Lower‑middle performers,0.3364280185249442,46
NAM,11215.5468409261,12351025066.9131,67.385,2.73954354378882,3.50989566252475,2.50947899094054,4.159985754998,2963095.0,19.148,54.886,49.0,4.23903922877036,92.25,6236475000.0,0.0308966562151909,,,3,-0.1137719908669888,7,Lower‑middle performers,-0.2377580586187263,137
NCL,19828.9248461199,44026363258.1748,78.766,1.56832126015003,15.7069474835886,0.952185123510063,2.94478583082221,289870.0,11.15,72.719,40.0,3.3233806708656,92.1500015258789,49331897000.0,-0.0595627073198557,,,2,0.0069547574463066,6,Lower‑middle performers,0.0021044042071278,88
NER,1890.50518592089,16819170420.5653,61.183,2.07013590428489,19.9826107207705,3.29489175812772,2.49999999999999,26159867.0,0.355,17.054,34.0,9.07151997725013,38.0999984741211,201331000000.0,-0.640915930271149,,,1,-0.6210828042385413,10,Low performers,-0.6767391647209964,202
NGA,6207.42137845063,363846332834.618,54.462,0.807331105535844,245.013445765671,2.09838916935738,2.86021499108364,227882945.0,2.989,54.283,26.0,24.6595502031139,63.1555404663086,1975400000000.0,-0.847906708717346,,,1,-0.5691955023617692,10,Low performers,-0.4984441782682046,188
NIC,8309.3399128364,17829218219.3591,74.947,0.545988464666081,55.9303141100216,1.37167812196347,4.56922317096145,6823613.0,4.574,59.849,14.0,4.62473841057141,92.1500015258789,3450000000.0,-1.08494555950165,,,8,-0.3107166413462147,8,Lower‑middle performers,-0.2713250932360903,145
NLD,78305.2888358968,1154361305398.06,81.9146341463415,1.53256247074407,525.719691119691,0.990139686700227,0.0745607216494903,17877117.0,3.599,93.179,78.0,3.34754304219953,92.1500015258789,15388000000.0,1.62553191184998,,,4,0.6191503169716581,4,Upper‑middle performers,0.8250187060433184,17
NOR,100928.354559088,485310823603.662,83.1121951219512,1.60728115834895,14.9809948664452,1.13818460655469,0.479647246011822,5519594.0,3.97,83.995,81.0,3.14530134431073,92.1500015258789,91586000000.0,1.79993534088135,,,4,0.6564038819282353,4,Upper‑middle performers,0.8703039569080654,12
NPL,5393.62090216188,40908073366.8455,70.354,1.07668555382218,207.292891524241,-0.0700958873206174,1.95254463264347,29694614.0,10.706,21.903,34.0,7.11475951738199,71.1500015258789,55285000000.0,-0.807803750038147,,,8,-0.5504261783196315,8,Lower‑middle performers,-0.6645387867673791,201
NRU,13831.8119737926,154170289.321861,62.109,1.56832126015003,590.05,0.625107627709329,0.590699675931191,11875.0,5.166,100.0,40.0,3.3233806708656,92.1500015258789,49331897000.0,-0.0678080692887306,,,2,-0.0882893680943865,6,Lower‑middle performers,-0.1046447648473969,113
NZL,53440.1310147173,252175506110.168,83.0048780487805,1.21763772932874,19.4341270745509,2.04836808947608,0.733302171674978,5223100.0,4.869,86.985,83.0,2.92279782301957,92.1500015258789,4941611500.0,1.5299768447876,,,4,0.5635427675670127,4,Upper‑middle performers,0.6619483174028341,27
OMN,42519.7049918962,108810923276.983,80.031,5.40426635123803,15.2834442649435,6.52704988451128,1.3104401130721,5049269.0,3.161,88.4,55.0,0.950782997762827,97.0,2250000000.0,0.274613231420517,,,4,0.5375684196187475,4,Upper‑middle performers,0.5842636689910871,32
PAK,6036.65076923802,337912301397.727,67.649,2.80148810180165,316.133077781237,1.54880458608849,-0.0396925228069165,247504495.0,5.472,38.04,27.0,12.6325318530452,92.1500015258789,2383496000000.0,-0.577790379524231,,,8,-0.3211172283665774,8,Lower‑middle performers,-0.37200180440956,165
PAN,39803.3189532895,83318176900.0,79.594,1.56832126015003,59.3255998921542,1.30902688797168,7.39930155626219,4458759.0,6.518,69.512,33.0,0.685197879812108,92.1500015258789,0.0,-0.209720730781555,,,2,0.1212758888270273,6,Lower‑middle performers,0.1932019526610279,60
PER,16974.2420029886,267603248655.253,77.74,1.12118291334721,26.1526859375,1.09975320783678,-0.55018230632048,33845617.0,4.828,78.922,31.0,2.00770739412712,92.1500015258789,11229568446.2389,-0.491872787475586,,,2,-0.1123281289720437,6,Lower‑middle performers,-0.0406156626495928,96
PHL,10988.6300412045,437146372729.942,69.833,1.24949555025566,382.21262367106,0.810000998681961,5.54585117087767,114891199.0,2.153,48.287,33.0,3.21260487006347,92.1500015258789,303255500000.0,0.154091909527779,,,8,-0.0990939744801602,8,Lower‑middle performers,-0.1149469464593259,117
PLW,17531.6984188274,281849062.5,69.269,1.56832126015003,38.6065217391304,-0.180352864081089,1.87706979817723,17727.0,5.166,82.408,40.0,2.23172772921704,92.1500015258789,49331897000.0,0.442303985357285,,,2,-0.0266204332114452,6,Lower‑middle performers,-0.0778249508857567,105
PNG,4632.97979376141,30729242919.4411,66.134,0.313337015687892,22.5305149494325,1.81103162496893,3.03570475499642,10389635.0,2.741,13.723,31.0,0.602403921107917,92.1500015258789,348480000.0,-0.802389979362488,,,8,-0.5104600236748552,8,Lower‑middle performers,-0.5963977605831483,196
POL,46570.4702655552,809200697797.088,78.5073170731707,3.83272853898223,120.297131562612,-0.365658526875775,0.138832754787188,36687353.0,2.472,60.218,53.0,3.7842600751287,99.8000030517578,133634000000.0,0.421437799930573,,,2,0.2317265098634582,6,Lower‑middle performers,0.13298238546411,69
PRI,47717.5129705699,117902300000.0,81.69,1.56832126015003,363.034160090192,-0.448878435008411,0.563519426800866,3205691.0,5.472,93.634,40.0,3.3233806708656,92.4000015258789,49331897000.0,-0.389062345027924,,,2,0.1281932232035937,6,Lower‑middle performers,0.2184017313492395,57
PRK,19828.9248461199,44026363258.1748,73.642,1.56832126015003,218.659953492235,0.338821174570736,2.94478583082221,26418204.0,2.859,63.203,40.0,3.3233806708656,92.1500015258789,49331897000.0,-1.48409974575043,,,2,-0.1707429046565233,6,Lower‑middle performers,-0.2462094841790775,140
PRT,47331.0982975007,289114289663.542,82.2804878048781,1.51929712406409,113.904957775507,1.36912985956796,2.52628110806764,10578174.0,6.384,67.906,57.0,2.41613187791884,96.7799987792969,3909000000.0,0.987550020217896,,,4,0.3231525395040496,4,Upper‑middle performers,0.393138848199738,44
PRY,17516.798469519,42956263543.9482,73.844,0.906254792632729,17.0713596633508,1.23021616038983,4.71412407945468,6844146.0,6.093,63.149,24.0,3.83540271728533,92.1500015258789,2897906000000.0,-0.462065368890762,,,2,-0.1751991182314845,6,Lower‑middle performers,-0.1437760324441659,121
PSE,5896.71082944838,17420800000.0,65.17,1.56832126015003,92.8018379896001,2.39326476511584,-5.41093700031979,5165775.0,5.166,77.582,40.0,5.87110177678988,98.0,49331897000.0,-1.20955741405487,,,8,-0.3587950111845686,8,Lower‑middle performers,-0.3952092089222579,170
PYF,19828.9248461199,44026363258.1748,84.07,1.56832126015003,80.7772976087583,0.263581727538977,2.94478583082221,281118.0,11.75,62.288,40.0,3.3233806708656,92.1500015258789,49331897000.0,-0.0595627073198557,,,2,0.0163320934632023,6,Lower‑middle performers,-0.0133316403871743,92
QAT,128918.549288257,213002809330.267,82.368,1.56832126015003,231.273542210618,-0.0489708509014485,1.18715991184813,2656032.0,0.126,99.354,59.0,1.26734310292375,92.1500015258789,56100000000.0,1.19741261005402,,,4,0.6116447196170377,4,Upper‑middle performers,0.9483076064210022,7
ROU,45777.0387317408,350775856415.189,76.6073170731707,1.61389529499238,82.7907771210014,0.057609980983218,2.40427177912809,19059479.0,5.379,54.672,46.0,-4.5191101423114,99.0,25651000000.0,-0.0926659479737282,,,2,0.0389585322446865,6,Lower‑middle performers,0.0450904737372015,83
RUS,44120.14453125,2021421476035.42,73.2546341463415,5.86418887229231,8.80735653394086,-0.285217600763343,3.60000000000001,143826130.0,2.527,75.331,40.0,3.3233806708656,100.0,9300000000000.0,-0.712461888790131,,,2,0.2293627769383257,6,Lower‑middle performers,0.1305763079487999,70
RWA,3396.15532541582,14097768472.1883,67.785,1.26615243356263,553.345358735306,2.1984982050137,8.24128769450616,13954471.0,11.994,17.892,57.0,1.77029240198635,79.0,202985000000.0,0.388362646102905,,,8,-0.1526934403902924,8,Lower‑middle performers,-0.2975695379194615,153
SAU,61102.915372338,1067582933333.33,78.732,7.08638630224988,14.9673785522564,3.32877939509885,-0.754914810584665,33264292.0,3.896,84.95,59.0,1.68792112375817,92.1500015258789,284300000000.0,0.796441078186035,,,4,0.5749853293721032,4,Upper‑middle performers,0.5441431953939695,36
SDN,2740.42114257813,109265503110.904,66.331,1.56832126015003,26.4364807280514,1.32652175747925,-20.1115759693272,50042791.0,5.166,36.342,15.0,138.80846024176,92.1500015258789,136986000000.0,-1.97706210613251,,,10,-1.224115782306335,11,Lowest‑performing cluster,-1.4607551239669387,216
SEN,4791.44862031409,30848333083.7055,68.683,1.46776048919388,91.6797538046019,2.38738348832592,4.58406140454957,18077573.0,2.992,49.579,45.0,5.93947798773215,57.6699981689453,272346000000.0,0.0696751922369003,,,1,-0.2078581440619007,10,Low performers,-0.2358755454604001,136
SGP,141553.47299754,501427500080.059,82.8951219512195,2.65866567626877,7851.00557103064,4.85831607781442,1.07503175095101,5917648.0,3.182,100.0,84.0,2.36645846996694,98.0,17737575000.0,2.31747198104858,,,4,1.327277147827984,4,Upper‑middle performers,1.9511414447296207,3
SLB,2812.37576422898,1633319401.19414,70.528,1.56832126015003,27.9051804215791,2.39583243369756,3.07976981501386,800005.0,1.47,26.037,43.0,5.88585897042164,92.1500015258789,49331897000.0,-0.733603537082672,,,8,-0.2743915412135129,8,Lower‑middle performers,-0.4276432513083535,175
SLE,3367.51026016213,6411869546.28929,61.786,0.560437347011943,114.66898032696,2.19524258771884,5.7100218981806,8460512.0,3.126,44.3,33.0,28.6337500014115,48.6399993896484,441380000000.0,-1.1555837392807,,,1,-0.5771105756469105,10,Low performers,-0.6138118742272027,197
SLV,12657.0340625254,34015620000.0,72.099,1.28386195281933,303.104198841699,0.465531145369394,3.51097706608982,6309624.0,2.839,75.393,30.0,0.853782292567288,90.0,453700000.0,0.0504390224814415,,,2,-0.0671906637165601,6,Lower‑middle performers,-0.0713015499241409,102
SMR,19828.9248461199,44026363258.1748,85.706,1.56832126015003,562.583333333333,0.310582221115543,2.94478583082221,33860.0,5.166,97.836,40.0,1.24216507945569,100.0,49331897000.0,1.20168173313141,,,2,0.3920497673755869,6,Lower‑middle performers,0.4457066126520095,40
SOM,1556.52309067949,10968517090.0004,58.816,1.56832126015003,28.3767924889215,3.07939219638342,4.21638432609835,18358615.0,18.861,47.92,9.0,3.3233806708656,54.0,143465000.0,-1.98020255565643,,,1,-0.8356851817384094,10,Low performers,-0.7799812320248102,207
SRB,28748.4759609015,81342660752.3732,76.2209756097561,2.85324638561608,79.2537638244738,-0.621120944154492,3.84747112784942,6623183.0,7.39,57.113,35.0,4.6705297488997,92.1500015258789,231423180253.083,0.0076343188993632,,,2,-0.0188544820546601,6,Lower‑middle performers,-0.1340301884173108,119
SSD,19828.9248461199,44026363258.1748,57.617,6.25617734436131,17.4405029038026,4.10816463205266,2.94478583082221,11483374.0,5.166,21.195,180.0,2.38280434813759,92.1500015258789,140181400000.0,-2.32788825035095,,,8,0.3865127095670875,8,Lower‑middle performers,-0.3673588412071809,164
STP,6149.98146081928,678976264.835436,69.718,1.56832126015003,235.734375,1.99754660166419,0.372252775001456,230871.0,9.17,76.401,45.0,21.2589138473,93.75,49331897000.0,-0.90243524312973,,,8,-0.195257575537958,8,Lower‑middle performers,-0.2798165741199023,147
SUR,21135.5456365133,3455146280.83975,73.631,1.56832126015003,3.88245766041872,0.914027369002208,2.53956675446825,628886.0,7.325,66.411,40.0,16.2296159130279,95.0,49331897000.0,-0.967238128185272,,,2,-0.1551019862328436,6,Lower‑middle performers,-0.2305848439398068,134
SVK,43625.3641875229,132908336234.295,78.0170731707317,2.01653474902229,112.973211314476,-0.0923148510113108,1.37833727209444,5426740.0,5.234,54.027,49.0,2.75760909424272,92.1500015258789,2465000000.0,0.229512304067612,,,2,0.0555039334244003,6,Lower‑middle performers,0.019334371040639,86
SVN,53952.2047300024,69148468417.3208,81.9780487804878,1.33665006488574,104.888460698039,0.396216782960902,2.11259184318999,2120461.0,3.357,56.088,60.0,1.96562656432512,92.1500015258789,840000000.0,1.03929400444031,,,4,0.2732481404899196,4,Upper‑middle performers,0.3063273913692756,50
SWE,67198.0200377525,584960475767.32,83.309756097561,1.47341062942458,25.7487256923983,0.472717863265105,-0.310670184725893,10536632.0,8.528,88.738,80.0,2.83581658224034,92.1500015258789,93200000000.0,1.60138332843781,,,4,0.5319579223260056,4,Upper‑middle performers,0.6475591225294689,29
SWZ,11245.1491471111,4442875788.08505,64.123,1.56832126015003,70.8672674418605,0.946270731993531,5.01490471257054,1230506.0,34.4,24.79,40.0,3.3233806708656,90.7470169067383,1249160000.0,-0.884958326816559,,,3,-0.5697999710942133,7,Lower‑middle performers,-0.7166197891960228,204
SXM,49826.1146271296,1627776949.27374,76.371,1.56832126015003,1239.38235294118,1.43721256242405,3.8,42749.0,5.166,100.0,40.0,3.3233806708656,92.1500015258789,49331897000.0,-0.0595627073198557,,,2,0.2581342662094719,6,Lower‑middle performers,0.4240204257955239,43
SYC,32705.944308693,2141450171.13932,74.9585365853659,1.70691302906347,260.604347826087,-0.0876274304874622,3.16171435490999,119773.0,5.166,58.82,72.0,0.311726050919668,92.1500015258789,455238000.0,0.624744176864624,,,2,0.2117034087464317,6,Lower‑middle performers,0.0866007407217878,74
SYR,19828.9248461199,44026363258.1748,72.12,1.56832126015003,121.299321190747,4.91861526815481,2.94478583082221,23594623.0,12.962,57.409,40.0,3.3233806708656,94.0,49331897000.0,-1.78816211223602,,,3,-0.2274723915162445,7,Lower‑middle performers,-0.1657347450850314,126
TCA,24755.806302014,1402054390.94734,78.008,1.56832126015003,48.26,0.762674129802692,1.19999674543641,46198.0,5.166,94.247,40.0,3.3233806708656,92.1500015258789,49331897000.0,-0.0595627073198557,,,2,0.0951956385044017,6,Lower‑middle performers,0.1339878937415544,68
TCD,1863.94062120816,13149325362.3347,55.069,2.90849870783417,14.6563818297332,4.57399213394625,4.12231962001739,19319064.0,1.088,24.366,21.0,8.89950732263761,27.2800006866455,226100000000.0,-1.4791487455368,,,1,-0.7688463832532474,10,Low performers,-0.789274351841739,208
TGO,3071.51216831952,9171261837.57103,62.739,4.01481287774573,167.121492921493,2.33345506489111,6.40792215636242,9304337.0,1.94,44.49,32.0,5.48928568141124,92.1500015258789,167787000000.0,-0.578052043914795,,,8,-0.1630913473086516,8,Lower‑middle performers,-0.3956389249199849,172
THA,23465.0631354173,514968699239.005,76.412,1.16558115305502,140.412474309538,-0.0458651887192549,1.88725725050934,71702435.0,0.693,53.608,34.0,1.22802623546169,91.0998687744141,200572750000.0,0.171705812215805,,,2,-0.0707972968808055,6,Lower‑middle performers,-0.0483598542543817,98
TJK,4963.58295264501,12060602008.8478,71.79,1.22399854323499,73.3642337344189,2.01812009749216,8.29999921651935,10389799.0,11.635,28.234,19.0,3.3233806708656,92.1500015258789,1512900000.0,-0.772318005561829,,,8,-0.3536815260548732,8,Lower‑middle performers,-0.41316913548753,173
TKM,19828.9248461199,60628857142.8571,70.073,1.56832126015003,15.3856808460835,1.83970100027524,6.30015758549871,7364438.0,4.304,54.003,17.0,3.3233806708656,92.1500015258789,49331897000.0,-1.2064995765686,,,8,-0.2790268215186379,8,Lower‑middle performers,-0.2769297583633358,146
